Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"780","Unassigned","Godrej Agrovet Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Godrej_Agrovet_Limited/screenshots/Godrej_Agrovet_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Godrej Agrovet Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"781","Unassigned","Godrej Consumer Products Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Godrej_Consumer_Products_Limited/screenshots/Godrej_Consumer_Products_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Godrej Consumer Products Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"782","Unassigned","Godrej Industries Limited","N/A","No","No","No","2.2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Godrej_Industries_Limited/screenshots/Godrej_Industries_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Godrej Industries Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"783","Unassigned","Godrej Properties Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Godrej_Properties_Limited/screenshots/Godrej_Properties_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Godrej Properties Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"784","Unassigned","Gokaldas Exports Limited","N/A","No","No","No","5.5 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Gokaldas_Exports_Limited/screenshots/Gokaldas_Exports_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Gokaldas Exports Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"785","Unassigned","Gokul Refoils and Solvent Limited","N/A","No","No","No","1.8 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Gokul_Refoils_and_Solvent_Limited/screenshots/Gokul_Refoils_and_Solvent_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Gokul Refoils and Solvent Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"786","Unassigned","Gokul Agro Resources Limited","N/A","No","No","No","3.8 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Gokul_Agro_Resources_Limited/screenshots/Gokul_Agro_Resources_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Gokul Agro Resources Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"787","Unassigned","Golden Tobacco Limited","N/A","No","No","No","3.6 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Golden_Tobacco_Limited/screenshots/Golden_Tobacco_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Golden Tobacco Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"788","Unassigned","Goldiam International Limited","N/A","No","No","No","2.2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Goldiam_International_Limited/screenshots/Goldiam_International_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Goldiam International Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"789","Unassigned","AION-TECH SOLUTIONS LIMITED","N/A","No","No","No","6 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/AION_TECH_SOLUTIONS_LIMITED/screenshots/AION_TECH_SOLUTIONS_LIMITED_Homepage_WAVE_Overlay.png)","Company Secretary (AION-TECH SOLUTIONS LIMITED)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"790","Unassigned","Goodluck India Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Goodluck_India_Limited/screenshots/Goodluck_India_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Goodluck India Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"791","Unassigned","Goodyear India Limited","N/A","No","No","No","7.4 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Goodyear_India_Limited/screenshots/Goodyear_India_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Goodyear India Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"792","Unassigned","Gopal Snacks Limited","N/A","No","No","No","5.2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Gopal_Snacks_Limited/screenshots/Gopal_Snacks_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Gopal Snacks Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"793","Unassigned","Goyal Aluminiums Limited","N/A","No","No","No","2.3 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Goyal_Aluminiums_Limited/screenshots/Goyal_Aluminiums_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Goyal Aluminiums Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"794","Unassigned","Godawari Power And Ispat limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Godawari_Power_And_Ispat_limited/screenshots/Godawari_Power_And_Ispat_limited_Homepage_WAVE_Overlay.png)","Company Secretary (Godawari Power And Ispat limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"795","Unassigned","Gujarat Pipavav Port Limited","N/A","No","No","No","3.1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Gujarat_Pipavav_Port_Limited/screenshots/Gujarat_Pipavav_Port_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Gujarat Pipavav Port Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"796","Unassigned","GPT Healthcare Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/GPT_Healthcare_Limited/screenshots/GPT_Healthcare_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (GPT Healthcare Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"797","Unassigned","GPT Infraprojects Limited","N/A","No","No","No","7.6 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/GPT_Infraprojects_Limited/screenshots/GPT_Infraprojects_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (GPT Infraprojects Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"798","Unassigned","Gradiente Infotainment Limited","N/A","No","No","No","5.2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Gradiente_Infotainment_Limited/screenshots/Gradiente_Infotainment_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Gradiente Infotainment Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"799","Unassigned","Grand Oak Canyons Distillery Limited","N/A","No","No","No","3.4 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Grand_Oak_Canyons_Distillery_Limited/screenshots/Grand_Oak_Canyons_Distillery_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Grand Oak Canyons Distillery Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"800","Unassigned","Granules India Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Granules_India_Limited/screenshots/Granules_India_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Granules India Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"801","Unassigned","Graphite India Limited","N/A","No","No","No","2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Graphite_India_Limited/screenshots/Graphite_India_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Graphite India Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"802","Unassigned","Grasim Industries Limited","N/A","No","No","No","1.7 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Grasim_Industries_Limited/screenshots/Grasim_Industries_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Grasim Industries Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"803","Unassigned","Grauer & Weil India Limited","N/A","No","No","No","7.3 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Grauer___Weil_India_Limited/screenshots/Grauer___Weil_India_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Grauer & Weil India Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"804","Unassigned","Graviss Hospitality Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Graviss_Hospitality_Limited/screenshots/Graviss_Hospitality_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Graviss Hospitality Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"805","Unassigned","Gravita India Limited","N/A","No","No","No","3.9 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Gravita_India_Limited/screenshots/Gravita_India_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Gravita India Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"806","Unassigned","Greaves Cotton Limited","N/A","No","No","No","7.1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Greaves_Cotton_Limited/screenshots/Greaves_Cotton_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Greaves Cotton Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
